,Image,Labels_Rekognition,Labels_Vision,Labels_Azure
10,office workers.jpeg,"['Adult', 'Male', 'Man', 'Person', 'Table', 'Mobile Phone', 'Laptop', 'Female', 'Woman', 'Pen']","['Computer', 'Table', 'Personal computer', 'Furniture', 'Computer monitor', 'Computer desk', 'Desk', 'Computer keyboard', 'Peripheral', 'Desktop computer']","['indoor (98.86%)', 'office building (98.08%)', 'clothing (97.81%)', 'person (97.70%)', 'computer monitor (95.00%)', 'personal computer (93.98%)', 'job (92.12%)', 'computer (91.80%)', 'computer desk (90.19%)', 'desktop computer (89.22%)', 'furniture (87.85%)', 'table (87.52%)', 'computer keyboard (87.25%)', 'output device (86.42%)', 'desk (86.41%)', 'computer network (84.58%)', 'wall (83.56%)', 'people (71.73%)', 'woman (60.65%)', 'office (58.07%)']"
11,passengers-reading-books-and-newspapers-in-a-london-underground.jpg,"['Terminal', 'Person', 'Reading', 'People', 'Adult', 'Female', 'Woman', 'Male', 'Man', 'Jeans']","['Train', 'Motor vehicle', 'Mode of transport', 'Automotive design', 'Travel', 'Hat', 'Public transport', 'Passenger', 'Metropolitan area', 'Event']","['clothing (98.66%)', 'person (98.00%)', 'man (93.23%)', 'passenger (92.49%)', 'newspaper (86.33%)', 'public transport (85.56%)', 'text (81.68%)', 'people (76.24%)', 'sitting (75.89%)', 'subway (73.16%)', 'train (52.29%)']"
12,people relaxing outdoors.jpg,"['Architecture', 'Building', 'College', 'Person', 'Housing', 'House']","['Cloud', 'Plant', 'Sky', 'Window', 'Nature', 'Building', 'Tree', 'Grass', 'Leisure', 'City']","['outdoor (99.92%)', 'grass (98.86%)', 'cloud (98.15%)', 'sky (97.00%)', 'tree (96.35%)', 'building (95.25%)', 'plant (93.32%)', 'campus (92.06%)', 'park (91.27%)', 'people (89.76%)', 'estate (86.75%)', 'university (81.89%)', 'person (79.40%)', 'lawn (77.91%)', 'house (75.00%)', 'sitting (72.00%)', 'group (67.00%)', 'summer (64.58%)', 'large (62.67%)']"
13,piccadilly-line-passengers-in-overcrowded- carriage.jpg,"['People', 'Person', 'Adult', 'Male', 'Man', 'Female', 'Woman', 'Face', 'Terminal', 'Jacket']","['Train', 'Vehicle', 'Mode of transport', 'Travel', 'Rolling stock', 'Jacket', 'Public transport', 'Passenger', 'Air travel', 'Hat']","['clothing (99.65%)', 'person (98.73%)', 'passenger (94.17%)', 'man (89.97%)', 'human face (88.79%)', 'people (83.41%)', 'group (78.19%)', 'train (66.84%)', 'subway (66.21%)', 'indoor (62.93%)']"
14,reading a book on tube.jpg,"['Person', 'Reading', 'Adult', 'Female', 'Woman', 'Pants', 'Head', 'Railway', 'Train', 'Terminal']","['Train', 'Mode of transport', 'Travel', 'Public transport', 'Passenger', 'Electric blue', 'Motor vehicle', 'Belt', 'Vehicle door', 'Job']","['clothing (99.24%)', 'person (99.01%)', 'passenger (93.05%)', 'public transport (91.74%)', 'vehicle (88.28%)', 'woman (74.89%)', 'train (69.68%)', 'subway (69.06%)', 'blue (61.66%)', 'indoor (59.84%)']"
15,school-playground.jpg,"['Play Area', 'Outdoor Play Area', 'Outdoors', 'People', 'Person', 'Child', 'Female', 'Girl', 'Car', 'Shoe']","['Clothing', 'Plant', 'Tree', 'Woody plant', 'Leisure', 'Shorts', 'Recreation', 'City', 'Fun', 'Event']","['outdoor (99.66%)', 'tree (97.10%)', 'footwear (96.73%)', 'playground (92.88%)', 'clothing (92.58%)', 'person (90.44%)', 'public space (88.91%)', 'land vehicle (86.02%)', 'people (67.80%)', 'street (52.94%)']"
16,street musicians.jpg,"['Adult', 'Female', 'Person', 'Woman', 'Mailbox', 'Coat', 'Music', 'Musical Instrument', 'Musician', 'Performer']","['Musical instrument', 'Band plays', 'Musician', 'Drum', 'Orange', 'Microphone', 'Performing arts', 'Music', 'Door', 'Entertainment']","['musical instrument (99.51%)', 'building (98.62%)', 'person (98.48%)', 'bowed instrument (98.00%)', 'music (97.95%)', 'clothing (97.52%)', 'violin family (94.97%)', 'bowed string instrument (94.89%)', 'string instrument (93.38%)', 'violin (93.02%)', 'outdoor (92.81%)', 'classical music (91.64%)', 'footwear (90.27%)', 'street performance (87.54%)', 'ground (84.19%)', 'cello (73.84%)', 'standing (67.57%)', 'people (61.28%)', 'woman (57.47%)', 'street (48.09%)']"
17,teacher in class.jpg,"['School', 'Adult', 'Female', 'Person', 'Woman', 'Girl', 'Teen', 'Classroom', 'Boy', 'Child']","['Table', 'Chair', 'Desk', 'Engineering', 'Teacher', 'Leisure', 'Event', 'T-shirt', 'Academic institution', 'Art']","['clothing (99.24%)', 'indoor (99.03%)', 'person (97.97%)', 'table (97.44%)', 'furniture (96.14%)', 'wall (95.11%)', 'education (94.61%)', 'whiteboard (94.39%)', 'learning (94.02%)', 'classroom (92.13%)', 'class (91.59%)', 'desk (90.60%)', 'footwear (90.38%)', 'school (90.11%)', 'course (88.62%)', 'chair (87.03%)', 'teacher (85.55%)', 'people (80.23%)', 'group (76.93%)', 'art (40.22%)']"
18,two girls shopping.jpg,"['Person', 'Shopping', 'Face', 'Happy', 'Head', 'Laughing', 'Adult', 'Female', 'Woman', 'Handbag']","['Hand', 'Outerwear', 'Hairstyle', 'Smile', 'Hat', 'Sleeve', 'Textile', 'Eyewear', 'Standing', 'Travel']","['fashion accessory (99.52%)', 'clothing (99.39%)', 'hat (98.17%)', 'person (97.89%)', 'human face (96.92%)', 'sun hat (95.44%)', 'outdoor (95.03%)', 'handbag (93.48%)', 'street fashion (91.89%)', 'sky (89.85%)', 'fashion (89.31%)', 'fedora (87.86%)', 'smile (86.65%)', 'girl (84.14%)', 'woman (80.62%)', 'standing (75.50%)', 'street (64.87%)']"
19,vegetable seller africa.jpg,"['Adult', 'Male', 'Man', 'Person', 'Female', 'Woman', 'Jeans', 'Market', ""Farmer's Market"", 'Face']","['Food', 'Umbrella', 'Selling', 'Green', 'Natural foods', 'Sky', 'Hawker', 'Greengrocer', 'Whole food', 'Market']","['scene (97.57%)', 'person (96.93%)', 'marketplace (96.00%)', 'market (95.71%)', 'local food (95.19%)', 'outdoor (94.89%)', 'selling (94.82%)', 'trade (94.62%)', 'greengrocer (94.45%)', 'clothing (94.29%)', 'whole food (93.55%)', 'natural foods (92.97%)', 'bazaar (89.90%)', 'grocer (88.51%)', 'flea market (87.75%)', 'food group (86.78%)', 'vegan nutrition (86.70%)', 'vegetable (80.62%)', 'people (74.43%)', 'standing (73.53%)', 'produce (67.76%)', 'food (61.66%)']"
20,vegetable shopper.jpg,"['Adult', 'Female', 'Person', 'Woman', 'Market', 'Indoors', 'Shop', 'Grocery Store', 'Supermarket', 'Produce']","['Food', 'Selling', 'Green', 'Product', 'Natural foods', 'Greengrocer', 'Whole food', 'Ingredient', 'Food group', 'Retail']","['natural foods (99.53%)', 'whole food (99.26%)', 'local food (99.20%)', 'greengrocer (98.41%)', 'diet food (97.48%)', 'food group (96.74%)', 'vegan nutrition (96.67%)', 'person (96.67%)', 'trade (95.39%)', 'selling (95.12%)', 'market (93.93%)', 'fruit (93.74%)', 'superfood (93.52%)', 'food (93.41%)', 'grocer (93.14%)', 'clothing (92.11%)', 'grocery store (89.53%)', 'shopkeeper (86.67%)', 'retail (86.55%)', 'apple (86.38%)', 'produce (80.11%)', 'outdoor (77.66%)', 'standing (77.40%)', 'woman (73.43%)', 'vegetable (68.89%)', 'marketplace (68.89%)', 'fresh (65.28%)', 'sale (56.43%)']"
