,Image,Labels_Rekognition,Labels_Vision,Labels_Azure
10,Golden-Bridge Vietnam.jpg,"['Vegetation', 'Land', 'Nature', 'Outdoors', 'Tree', 'Woodland', 'Bridge', 'Road', 'Aerial View', 'Person']","['Sky', 'Plant', 'Mountain', 'Cloud', 'Slope', 'Natural landscape', 'Tree', 'Leisure', 'Travel', 'Landscape']","['outdoor (99.55%)', 'sky (99.29%)', 'plant (96.82%)', 'mountain (96.04%)', 'tree (94.36%)', 'cloud (91.57%)', 'landscape (91.00%)', 'grass (81.08%)', 'building (77.53%)', 'hill (74.17%)', 'nature (58.21%)', 'travel (47.62%)']"
11,Holi festival India.jpg,"['Adult', 'Female', 'Person', 'Woman', 'Festival', 'Holi', 'Face', 'Head']","['Sky', 'Purple', 'Cloud', 'Happy', 'Crowd', 'Entertainment', 'Leisure', 'Fun', 'Magenta', 'Travel']","['sky (99.33%)', 'outdoor (98.31%)', 'cloud (94.63%)', 'crowd (92.79%)', 'person (92.28%)', 'clothing (92.06%)', 'human face (88.09%)', 'woman (84.91%)', 'festival (84.04%)', 'people (78.87%)', 'large (71.31%)', 'fiesta (44.46%)']"
12,Newyork city workers.jpg,"['City', 'Person', 'Adult', 'Male', 'Man', 'Urban', 'Shoe', 'Hat', 'Glove', 'Metropolis']","['Photograph', 'White', 'Standing', 'Hat', 'Style', 'Crew', 'Monochrome', 'Team', 'Monochrome photography', 'Crowd']","['clothing (98.65%)', 'black and white (95.20%)', 'outdoor (93.12%)', 'group (92.50%)', 'person (91.66%)', 'man (89.78%)', 'crew (85.61%)', 'monochrome (84.63%)', 'people (77.07%)', 'standing (75.62%)']"
13,old artefact 2.jpg,"['Jar', 'Pottery', 'Vase', 'Urn', 'Beverage', 'Coffee', 'Coffee Cup', 'Cookware', 'Pot', 'Cup']","['Vase', 'Serveware', 'Drinkware', 'Pottery', 'Artifact', 'earthenware', 'Porcelain', 'Art', 'Dishware', 'Ceramic']","['jar (97.70%)', 'vase (95.62%)', 'still life photography (90.41%)', 'urn (89.96%)', 'pottery (88.99%)', 'earthenware (88.13%)', 'art (72.95%)', 'wall (72.51%)', 'indoor (71.16%)', 'ceramic (61.19%)', 'museum (51.27%)']"
14,old artefact.jpg,"['Jar', 'Pottery', 'Vase', 'Adult', 'Bride', 'Female', 'Person', 'Woman', 'Urn', 'Cup']","['Vase', 'Drinkware', 'Serveware', 'Art', 'Artifact', 'Pottery', 'Porcelain', 'earthenware', 'Creative arts', 'Sculpture']","['vase (94.30%)', 'jar (93.32%)', 'earthenware (91.15%)', 'pottery (90.64%)', 'urn (86.66%)', 'indoor (81.13%)', 'art (64.63%)', 'ceramic (62.15%)', 'plant (54.38%)', 'museum (46.33%)']"
15,pyramids-getty.jpg,"['Architecture', 'Building', 'Great Pyramids of Giza', 'Landmark', 'Pyramid', 'Person', 'Animal', 'Horse', 'Mammal']","['Sky', 'Cloud', 'Ecoregion', 'Pyramid', 'Triangle', 'Landscape', 'Travel', 'Monument', 'Wonders of the world', 'Aeolian landform']","['building (99.51%)', 'sky (99.24%)', 'pyramid (98.48%)', 'outdoor (94.63%)', 'ancient history (94.44%)', 'unesco world heritage site (93.98%)', 'wonders of the world (93.65%)', 'historic site (92.69%)', 'sand (91.27%)', 'desert (91.14%)', 'archaeological site (88.59%)', 'history (88.01%)', 'landmark (86.16%)', 'ground (63.38%)']"
16,south-america-machu-picchu-peru.jpg,"['Landmark', 'Machu Picchu']","['Cloud', 'Sky', 'Mountain', 'World', 'Natural landscape', 'Highland', 'Terrain', 'Slope', 'Wonders of the world', 'Landscape']","['outdoor (99.29%)', 'landscape (98.89%)', 'cloud (98.87%)', 'sky (96.14%)', 'highland (91.45%)', 'mountain range (91.41%)', 'nature (91.17%)', 'ridge (87.27%)', 'hill station (87.24%)', 'massif (85.91%)', 'valley (85.00%)', 'summit (84.15%)', 'grass (83.75%)', 'mountain (74.86%)']"
17,Sphinx.jpg,"['Helmet', 'Landmark', 'The Great Sphinx', 'Person', 'Clothing', 'Hat', 'Accessories', 'Bag', 'Handbag']","['Photograph', 'Sculpture', 'Statue', 'Art', 'Landscape', 'Travel', 'Bedrock', 'Formation', 'Monochrome photography', 'Sky']","['outdoor (91.66%)', 'sky (90.72%)', 'building (85.91%)', 'mountain (83.52%)', 'people (74.51%)', 'ground (55.15%)', 'pyramid (47.53%)']"
18,taj mahal.jpg,"['Building', 'Arch', 'Gothic Arch', 'Dome', 'Outdoors', 'Scenery', 'Person', 'Tomb', 'Taj Mahal', 'Lighthouse']","['Sky', 'Daytime', 'Plant', 'Nature', 'World', 'Tree', 'Architecture', 'Building', 'Grass', 'Atmospheric phenomenon']","['building (99.76%)', 'sky (99.66%)', 'outdoor (98.88%)', 'tree (98.86%)', 'reflecting pool (93.15%)', 'landmark (92.33%)', 'dome (92.06%)', 'water (90.34%)', 'plant (89.92%)', 'grass (88.69%)', 'place of worship (87.16%)', 'temple (54.18%)']"
19,the last supper.jpg,"['Art', 'Painting', 'Adult', 'Female', 'Person', 'Woman', 'Face', 'Head', 'Male', 'Man']","['Painting', 'Art', 'Wall', 'Paint', 'Drawing', 'Visual arts', 'Holy places', 'Mural', 'History', 'Illustration']","['painting (98.67%)', 'art (96.93%)', 'person (92.90%)', 'wall (86.06%)', 'indoor (68.62%)', 'museum (41.61%)']"
20,tianmenn square tank.jpg,"['War', 'Baseball (Ball)', 'Person', 'Armored', 'Military', 'Tank', 'Vehicle', 'Handbag', 'Car', 'Military Base']","['Vehicle', 'Combat vehicle', 'Motor vehicle', 'Self-propelled artillery', 'Mode of transport', 'Wheel', 'Tank', 'Soldier', 'Army', 'Military organization']","['vehicle (98.63%)', 'military vehicle (98.49%)', 'land vehicle (97.45%)', 'outdoor (97.11%)', 'wheel (96.74%)', 'road (95.57%)', 'transport (95.02%)', 'combat vehicle (94.10%)', 'weapon (93.55%)', 'self-propelled artillery (88.88%)', 'tire (85.95%)', 'gun turret (85.45%)', 'military organization (84.00%)', 'street (68.72%)', 'tank (61.75%)', 'military (53.06%)', 'army (44.12%)']"
21,Tomorrowland-1.jpg,"['Concert', 'Crowd', 'Person', 'Fun', 'Theme Park', 'Windmill', 'Adult', 'Male', 'Man', 'Balloon']","['Sky', 'Atmosphere', 'Cloud', 'World', 'Fireworks', 'Purple', 'Lighting', 'Entertainment', 'Crowd', 'Fan']","['sky (96.33%)', 'outdoor (94.71%)', 'concert (87.60%)', 'fireworks (87.06%)', 'cloud (86.10%)', 'city (51.47%)']"
22,tower bridge london.jpg,"['Bridge', 'Landmark', 'Tower Bridge', 'Architecture', 'Building', 'Clock Tower', 'Tower', 'Person']","['Cloud', 'Water', 'Sky', 'Blue', 'Tower', 'Morning', 'Building', 'Landmark', 'Cityscape', 'Suspension bridge']","['outdoor (99.75%)', 'sky (99.41%)', 'water (98.96%)', 'cloud (97.59%)', 'building (90.20%)', 'suspension bridge (89.75%)', 'moveable bridge (88.29%)', 'drawbridge (87.49%)', 'cable-stayed bridge (86.78%)', 'waterway (86.73%)', 'girder bridge (84.27%)', 'landmark (84.25%)', 'tower (80.28%)', 'city (74.09%)', 'blue (65.03%)', 'river (63.16%)', 'large (61.71%)', 'bridge (54.75%)']"
23,wall of china.jpg,"['Great Wall of China', 'Landmark', 'Architecture', 'Building', 'Castle', 'Fortress']","['Cloud', 'Sky', 'Plant', 'Mountain', 'Building', 'Landscape', 'Wonders of the world', 'Travel', 'Archaeological site', 'Grass']","['outdoor (99.71%)', 'cloud (99.42%)', 'sky (99.24%)', 'building (98.01%)', 'ruins (92.41%)', 'fortification (89.40%)', 'stone (89.15%)', 'mountain (86.42%)', 'plant (85.93%)', 'wall (85.02%)', 'stone wall (84.86%)', 'landscape (82.51%)', 'grass (74.30%)', 'fortress (62.88%)', 'castle (53.47%)']"
24,world war 2.jpg,"['Armored', 'Military', 'Tank', 'Vehicle', 'Weapon', 'Person', 'Wheel', 'Car', 'Truck', 'Face']","['Self-propelled artillery', 'Tank', 'Combat vehicle', 'Vehicle', 'Cloud', 'Sky', 'Mode of transport', 'Motor vehicle', 'Army', 'Building']","['weapon (98.61%)', 'sky (98.22%)', 'vehicle (93.03%)', 'combat vehicle (91.76%)', 'self-propelled artillery (89.88%)', 'outdoor (89.77%)', 'wheel (89.71%)', 'gun turret (87.77%)', 'land vehicle (85.14%)', 'military vehicle (81.16%)', 'tank (66.26%)', 'military (52.58%)', 'mortar (51.87%)']"
